u,i,t
1277,9861,1685968517.0
817,7580,1701962899.0
4935,11214,1709742258.0
3202,13513,1679919005.0
824,7625,1682416387.0
3472,13746,1675245803.0
2453,5755,1682619859.0
1930,7702,1679507481.0
6940,13329,1675865214.0
4821,2814,1688722748.0
718,7034,1716462773.0
3107,13360,1704463247.0
3217,12049,1703253713.0
410,4686,1702902086.0
2602,3465,1679997315.0
1583,1075,1703239410.0
2025,11409,1718203670.0
3619,4698,1688654843.0
2693,2996,1715879042.0
2466,12046,1692897910.0
2648,618,1696087964.0
7277,10873,1699281721.0
220,2894,1672936257.0
3524,10887,1673365518.0
1097,8967,1683023467.0
3810,6001,1675169749.0
4459,5686,1691152176.0
7405,3055,1696600942.0
3104,12290,1680083378.0
6546,9522,1681909575.0
1435,10369,1685025250.0
3221,13180,1702979711.0
4181,14271,1704449716.0
5039,10715,1713368257.0
1960,3554,1703088812.0
3402,13687,1673864548.0
3038,13299,1708614763.0
1121,1437,1712338327.0
3524,960,1695215023.0
639,6452,1683049114.0
3805,2918,1692636116.0
4348,12589,1677144791.0
3014,806,1699956713.0
7435,12422,1727886894.0
5543,11366,1684749141.0
827,148,1679395152.0
2128,8569,1710240267.0
187,2234,1705924961.0
1452,8990,1707241860.0
522,5579,1688034354.0
3359,7407,1710261853.0
2966,5601,1687778552.0
2160,3911,1692985229.0
1856,6857,1697019415.0
506,5476,1687795955.0
2190,2675,1699619302.0
3011,4512,1684841163.0
5265,6102,1714038404.0
23,457,1692966320.0
6060,15049,1714482107.0
4478,607,1673881284.0
1745,9284,1712326517.0
867,1861,1692357671.0
1992,11739,1710172244.0
5060,14298,1699448175.0
2267,4135,1709117282.0
1006,4152,1712083733.0
7107,9055,1687861775.0
1884,11514,1694788247.0
451,3208,1673605758.0
6336,102,1698323624.0
4418,3013,1675098826.0
2384,11529,1688737026.0
1336,1136,1698075752.0
1674,4336,1686579914.0
1164,9376,1673258411.0
2558,6114,1704734578.0
6869,11058,1679334466.0
2984,5688,1726157341.0
5683,11401,1685028518.0
1703,8069,1694260363.0
2797,12645,1727705805.0
2217,191,1696349182.0
3520,2349,1697128762.0
5508,5640,1675689334.0
6498,7014,1677233004.0
2454,1321,1688566148.0
125,1843,1675440385.0
1713,11093,1674755532.0
1352,10126,1685440609.0
4947,14315,1694783672.0
3014,7682,1676990156.0
2338,12320,1717756804.0
3565,4594,1693227558.0
3846,10715,1683126307.0
1309,6036,1674300531.0
4910,8223,1690549947.0
1158,9335,1711193747.0
2377,2148,1705077191.0
1229,3109,1705666587.0
1555,2230,1674475477.0
2043,11829,1713778324.0
1370,6707,1692113499.0
7634,1302,1718039971.0
533,5665,1678981309.0
1269,4164,1701879668.0
6015,2869,1695117901.0
3561,8731,1674651768.0
4624,5793,1700475291.0
2255,5790,1700154149.0
4935,2438,1700222107.0
1496,10534,1719918919.0
6585,4426,1718880633.0
6787,10893,1677076420.0
2623,12784,1702296202.0
2624,10232,1695121090.0
364,4296,1714049290.0
6357,13433,1707129989.0
3526,13830,1707756861.0
2860,13064,1705938208.0
396,4537,1694713540.0
5189,2088,1679408794.0
48,1106,1673355321.0
5877,1166,1699434825.0
6939,15229,1702293448.0
1981,1828,1707398911.0
362,4183,1689160576.0
1499,8303,1678446117.0
1015,1181,1708348971.0
1379,3303,1706030863.0
1227,9626,1693318885.0
1107,9039,1677066349.0
6818,10414,1710416260.0
3564,11464,1676895657.0
6875,3458,1697029219.0
3650,8909,1703248197.0
649,3237,1707924044.0
58,1224,1687189500.0
2899,2142,1725382504.0
1693,4381,1677577786.0
2730,1725,1696946306.0
6285,14006,1697474775.0
691,6825,1686045918.0
4458,4777,1706009744.0
304,3676,1689684491.0
7202,14447,1693385476.0
2730,9664,1713538696.0
2751,11649,1683299778.0
440,4925,1722077029.0
1202,2243,1688646584.0
867,4687,1708014278.0
6000,5650,1707492937.0
2648,42,1686307954.0
2629,5494,1699269553.0
4995,11707,1675170338.0
3567,7057,1702379596.0
751,7207,1690536558.0
1882,11492,1675357530.0
2733,6809,1711627739.0
5277,1165,1686820265.0
1099,2600,1704296169.0
2301,1433,1696354317.0
2581,12318,1695998638.0
1752,7121,1716567815.0
7433,72,1697190476.0
1934,6903,1675792404.0
6575,1013,1685455679.0
5430,6863,1702896441.0
7299,12290,1718193525.0
785,6209,1684325365.0
51,1150,1707830563.0
3992,1357,1718878848.0
1564,9968,1716482631.0
7466,11140,1703245817.0
3224,11610,1689776579.0
3038,13298,1680182941.0
2284,3672,1675768548.0
4120,65,1672998982.0
7498,14510,1701269308.0
642,6114,1707327642.0
1180,9437,1674828811.0
4530,14136,1684774556.0
3353,7629,1680016468.0
5969,6981,1692810817.0
4040,11610,1705074858.0
2031,9747,1705570957.0
4108,7057,1678814107.0
1859,11450,1715183306.0
878,7894,1718619366.0
327,3902,1686583758.0
2596,10594,1702901551.0
7226,3174,1711471062.0
6869,13891,1677866582.0
7791,13414,1724659295.0
187,2530,1713537380.0
1089,8884,1694036777.0
617,6313,1707403416.0
7182,2739,1713894584.0
1791,2371,1673266148.0
3703,6476,1709639809.0
2284,12229,1688748000.0
7089,2142,1688817146.0
910,8061,1694607335.0
4979,4776,1686662245.0
4406,14254,1702043308.0
3739,767,1675424252.0
2254,12175,1702917173.0
3038,13298,1708614751.0
7381,2802,1716559590.0
2242,11235,1686039383.0
468,5236,1707305847.0
4129,1932,1708425199.0
5509,27,1714661446.0
4230,7124,1685460674.0
1556,160,1686840828.0
1354,2339,1695818046.0
6992,9130,1679135282.0
1498,4815,1726915966.0
3274,6383,1682675949.0
3215,11116,1681818512.0
6107,12338,1699449611.0
1988,11732,1709117407.0
3442,7346,1685552453.0
6915,7127,1674555747.0
5881,2816,1680211517.0
2252,5047,1713175259.0
6508,9319,1680611063.0
5656,14157,1704971220.0
654,6585,1677331709.0
1156,64,1701280636.0
1073,3777,1681908185.0
1753,9562,1712063816.0
3718,3541,1674650960.0
779,916,1701860609.0
7797,13414,1725007293.0
2337,9439,1715952039.0
7405,3055,1697015877.0
957,925,1686147513.0
3374,2820,1715183290.0
3975,5229,1714471911.0
7258,2614,1705332435.0
1437,5039,1693044420.0
2674,169,1693240284.0
6111,176,1706179953.0
5588,625,1677750761.0
4192,12162,1718026954.0
4912,5027,1705508185.0
2,53,1694253719.0
888,7938,1686837445.0
2465,12530,1688049795.0
2601,5947,1711655614.0
540,5702,1702484786.0
1604,7476,1708009278.0
554,5829,1718976645.0
252,1880,1678717641.0
1310,7118,1717502707.0
3641,7798,1687163581.0
2531,6178,1693922623.0
2354,12336,1709983043.0
2471,11380,1705081264.0
2532,686,1677843905.0
1179,8719,1725448381.0
6095,771,1699880921.0
3862,9039,1699874057.0
514,5527,1693409070.0
2894,5688,1677592496.0
1343,4056,1705490824.0
6792,5541,1686557968.0
5292,12426,1708619157.0
5075,10612,1681568283.0
1799,1030,1686326523.0
3567,8166,1717177963.0
1743,9350,1707137202.0
4734,14081,1692604540.0
6077,4718,1728058834.0
1947,11648,1718906252.0
3123,13030,1688570147.0
3987,6205,1700847064.0
1139,9190,1710327154.0
1256,9777,1696335391.0
3116,13394,1700577293.0
930,274,1678975445.0
557,5874,1713534863.0
4662,11112,1695658577.0
2007,2711,1717079510.0
641,6471,1699293562.0
2117,10919,1673008961.0
2421,449,1682761351.0
6366,9572,1714996211.0
30,613,1687800229.0
399,4572,1688569281.0
4294,12380,1705670248.0
6095,9024,1718795726.0
1037,8684,1707759339.0
2880,780,1694778746.0
703,6908,1713527565.0
2043,3689,1698683194.0
1922,11595,1673611305.0
5991,12032,1688489539.0
4473,6804,1682600042.0
831,4530,1676032455.0
1632,917,1676886009.0
2928,13157,1699877499.0
480,5319,1707394499.0
1247,3602,1679581407.0
1475,10475,1698840982.0
47,1029,1682959141.0
7372,45,1694541017.0
1451,794,1711033299.0
3869,6059,1688568777.0
2051,11844,1720098785.0
6030,12741,1682507246.0
4197,13033,1696239161.0
6749,6619,1718116126.0
3087,7095,1702050755.0
5436,52,1709136237.0
328,996,1687280909.0
6746,3019,1705076334.0
957,2707,1698306697.0
4365,11805,1698147494.0
6836,8407,1718040845.0
435,4847,1678274192.0
6613,11300,1712316862.0
1825,8793,1701100956.0
2083,11876,1690390132.0
438,3497,1673457197.0
7053,2777,1703257066.0
1253,6734,1689179746.0
6851,3744,1677751736.0
3856,14033,1685445675.0
1523,2284,1708618698.0
646,6540,1704994747.0
681,6501,1717609837.0
1252,9726,1685029634.0
1252,9727,1675419510.0
4314,7064,1684323909.0
7586,12295,1702658721.0
6169,580,1687258556.0
4341,7217,1712679908.0
2868,4413,1715686544.0
1744,11172,1707846391.0
3705,3019,1676294862.0
1121,1392,1684337114.0
798,5945,1678725278.0
6167,9054,1680165550.0
303,3671,1683901035.0
3270,8497,1673889801.0
97,1565,1675160147.0
2639,932,1673548010.0
573,794,1713284147.0
1862,611,1675246387.0
6541,3206,1710253712.0
7055,6352,1684927230.0
6228,10260,1673344539.0
3234,3354,1709398484.0
6869,100,1675506766.0
572,6007,1715159783.0
594,6139,1694697017.0
1199,179,1680772762.0
2441,3284,1697042240.0
5960,6349,1709140097.0
7165,14555,1711547188.0
1638,5679,1694536234.0
4955,506,1705509819.0
146,1263,1674747350.0
2276,12214,1674738778.0
362,818,1699353944.0
4473,4135,1694190107.0
2928,13154,1677759967.0
153,2070,1686741099.0
1331,3627,1720782665.0
4198,1427,1706023224.0
504,5453,1678122652.0
3976,11890,1680621080.0
3781,1330,1695288895.0
2939,10173,1707316367.0
6933,705,1675430460.0
819,7586,1705665041.0
5183,4626,1715599421.0
4572,14483,1703242587.0
186,2476,1718189156.0
3063,13340,1707898264.0
666,3635,1704985436.0
458,3850,1678978533.0
2401,5357,1686236679.0
2092,11890,1693584617.0
2254,7724,1712597859.0
2080,4422,1701173000.0
6465,11619,1681396472.0
2998,4836,1678706554.0
5912,12264,1709910764.0
451,5050,1709637293.0
1751,7134,1675775467.0
3522,13827,1716477223.0
5047,11189,1685539968.0
4907,10181,1712852633.0
3437,12327,1709912324.0
3373,10041,1693472596.0
6865,4335,1676624875.0
7780,4426,1725885948.0
2558,5641,1705679383.0
5811,8374,1684144993.0
111,1724,1709810994.0
1215,3471,1709722656.0
4473,10990,1677586442.0
2594,12737,1707928348.0
6847,611,1704889294.0
589,5727,1718194645.0
2092,1145,1693584642.0
7449,7818,1708187763.0
2797,12495,1700667566.0
3663,10097,1711216368.0
13,300,1673457369.0
1539,138,1692786486.0
7274,12617,1709733563.0
3981,11403,1675348966.0
3396,11227,1695749498.0
3740,4413,1678105388.0
1051,8735,1692266314.0
2970,4872,1679071399.0
4407,2582,1682683871.0
987,8455,1699444258.0
5930,13695,1713262183.0
4473,6552,1673349127.0
1172,9420,1708092753.0
643,4706,1704804349.0
2375,5686,1687537207.0
1019,3143,1683134416.0
5825,2681,1678800569.0
6835,9830,1713434616.0
6860,7495,1681989829.0
4372,1174,1677085607.0
3934,7530,1713812111.0
3450,8058,1674224634.0
6800,1858,1678977114.0
4020,11232,1682506050.0
3880,14049,1678812973.0
6849,11758,1706196836.0
547,4481,1700147339.0
2807,13027,1689783663.0
3473,10673,1693841095.0
5195,12274,1702911993.0
5967,2880,1680609404.0
769,3723,1698953351.0
3202,2560,1708954081.0
480,5318,1687451721.0
6731,9239,1695828601.0
2037,7210,1684344045.0
3083,5935,1682934771.0
5816,14989,1685525058.0
4269,6352,1707465426.0
249,3109,1674055812.0
7150,13160,1701968390.0
6957,9499,1676985564.0
82,1431,1701861115.0
5954,10042,1700665523.0
5124,2816,1680709143.0
4912,10045,1698263728.0
3,147,1695496473.0
843,4235,1695988648.0
2378,11175,1693834852.0
924,8173,1691077535.0
4845,9909,1697453353.0
3522,10715,1706798679.0
7369,13301,1711625670.0
1773,2779,1724775804.0
785,3223,1709374815.0
5410,771,1684924083.0
2444,8687,1701257441.0
6912,12689,1706089728.0
2193,12072,1675262064.0
6695,14555,1708345214.0
4531,149,1679404581.0
1949,10895,1691078006.0
810,7548,1692186970.0
2596,651,1723738297.0
2381,4031,1699464422.0
82,1389,1676461758.0
478,5291,1684145233.0
4436,143,1708956856.0
3034,7625,1702562771.0
1367,2813,1693492536.0
4150,7329,1715361041.0
399,4087,1715874310.0
6461,15116,1691580028.0
1992,3144,1686154223.0
4357,6729,1709637461.0
7788,15255,1724925148.0
2101,8293,1702582362.0
2622,4577,1709034239.0
2758,7655,1672762117.0
6051,1721,1702546117.0
2500,11562,1694697943.0
1485,2734,1719930191.0
5508,6710,1707219752.0
1531,10492,1712324140.0
4998,6244,1718359503.0
1960,8249,1702308954.0
7213,609,1709646035.0
1995,1404,1700241553.0
1090,4627,1682529254.0
2581,12709,1705423723.0
2339,10857,1690372545.0
4238,7773,1711651907.0
824,7627,1719931785.0
2958,13110,1695743518.0
4162,11101,1715776654.0
761,2739,1711125357.0
1321,9401,1692290596.0
2709,1357,1688577634.0
6856,15207,1726232781.0
3630,380,1718898438.0
2526,9618,1700812299.0
4421,3819,1674742899.0
1688,2465,1712858993.0
353,4115,1713183323.0
7196,11549,1707223339.0
7017,4606,1689347012.0
5173,1914,1707988498.0
5142,12078,1698938609.0
3202,200,1698670019.0
465,5207,1677325291.0
6022,1475,1675367871.0
6680,11366,1673428107.0
6742,7256,1698942409.0
3476,13756,1678383957.0
2643,238,1708337618.0
7462,14578,1709545547.0
4204,3138,1709988240.0
7724,3348,1716831030.0
458,5071,1717691962.0
962,49,1711475177.0
7187,11126,1710768315.0
1015,4578,1709201937.0
4182,8714,1688574011.0
7215,91,1697112227.0
905,811,1689002681.0
2181,687,1682427234.0
2254,5131,1698071185.0
7536,13513,1708935110.0
7372,3055,1694623423.0
2187,12052,1715955084.0
584,6091,1714569084.0
5155,11490,1704294755.0
916,8092,1686827861.0
411,4132,1708014753.0
605,4184,1680792426.0
617,2407,1679738832.0
2529,1282,1692799104.0
4078,4688,1695664150.0
2043,3207,1711555924.0
5473,10679,1675873144.0
2751,10363,1703774714.0
1046,3223,1714661282.0
1470,3811,1724142873.0
2399,12325,1714149215.0
5861,3053,1686156793.0
4863,14619,1718032745.0
833,7663,1688659620.0
3862,10532,1708934054.0
160,2170,1675701334.0
6237,9791,1701172729.0
7055,11121,1696596990.0
4150,6791,1697019692.0
1321,10031,1700070172.0
504,5457,1696416498.0
7215,14824,1695397272.0
4845,7297,1685634718.0
1347,10105,1680632733.0
6420,1621,1701175693.0
3314,6181,1678700452.0
1803,3729,1686144159.0
6428,4036,1708692699.0
2384,10788,1720100853.0
6504,7463,1703069800.0
4352,4687,1680798592.0
5843,726,1707225768.0
1294,3440,1694178967.0
7385,1511,1708078976.0
3708,8514,1707844481.0
6049,10886,1684167708.0
6017,5901,1703066037.0
643,5486,1703168145.0
4152,14238,1706004718.0
6256,14446,1700558142.0
3815,13513,1698339303.0
3154,6301,1689600647.0
2521,45,1698331866.0
6715,8999,1685978164.0
1309,2766,1673439693.0
2639,4736,1684858657.0
6936,5982,1703250411.0
4125,14251,1728640454.0
7003,6364,1693589367.0
1539,6813,1709812366.0
1975,7846,1700755652.0
7827,15062,1727340578.0
7312,4964,1712749509.0
2335,7753,1685728109.0
605,3556,1678809986.0
2570,6013,1709656773.0
627,6367,1683111391.0
3992,4608,1718446054.0
3536,13842,1680773268.0
1040,7470,1703326655.0
5967,4039,1689179373.0
58,1223,1686059603.0
7158,9884,1705327831.0
2228,3814,1680788227.0
7177,14519,1696955708.0
6757,13602,1706709764.0
5402,13490,1718814817.0
4955,1203,1695830084.0
2119,10703,1716396576.0
557,5868,1708007022.0
2933,13163,1673371458.0
1242,2546,1707320145.0
3805,12960,1679404578.0
3168,4862,1721991708.0
888,3422,1688985099.0
7485,3924,1718817686.0
2857,7837,1715167817.0
4058,14192,1719486120.0
3473,6390,1688059558.0
7050,2130,1685527537.0
5200,4766,1704388195.0
1064,6849,1686148388.0
7716,10715,1715603088.0
1543,10113,1718625943.0
7666,14688,1728036669.0
4569,11366,1682409287.0
995,8494,1695212557.0
5436,3055,1694546193.0
926,8184,1684326314.0
312,3772,1710945560.0
2578,12703,1707748842.0
1461,3482,1683033528.0
1067,7730,1694545243.0
608,6251,1708167992.0
7313,14122,1708422249.0
6305,14085,1704802907.0
4831,14605,1713615398.0
851,3209,1701774012.0
5636,11401,1686577131.0
2376,193,1709138793.0
3674,4218,1672855741.0
1134,8014,1683296240.0
1218,9595,1710853947.0
3705,11045,1676053791.0
7144,14896,1710237558.0
2578,12701,1707747408.0
689,1871,1689858267.0
7003,2371,1713543704.0
1575,3350,1706627970.0
3666,8526,1712910650.0
1134,8441,1709287266.0
5461,693,1696852231.0
1790,7736,1678113615.0
1314,10002,1683230088.0
704,1071,1699377163.0
880,5,1693219026.0
2208,5069,1689161936.0
253,3192,1685984989.0
7257,13624,1710252229.0
612,6274,1675441601.0
5907,11045,1693399826.0
1363,8447,1719839495.0
5992,11524,1678294713.0
7462,14578,1700572054.0
424,4758,1686124418.0
2237,10227,1686916659.0
390,4459,1686838092.0
1220,146,1712329069.0
691,6821,1680259665.0
756,7227,1714726101.0
2578,12700,1707746804.0
1184,8219,1699962298.0
6834,14693,1707326765.0
1129,7653,1708687031.0
3344,11875,1704736494.0
1603,2935,1689333220.0
6311,1001,1707739921.0
1819,749,1703257489.0
6006,8553,1714134154.0
1794,7545,1695730036.0
783,7404,1726162175.0
2432,12472,1687967339.0
2074,454,1688660851.0
4210,6661,1703066826.0
5877,2820,1695297643.0
2433,1050,1693812933.0
1484,9970,1680104486.0
6613,2697,1696252936.0
1087,6025,1707412520.0
2611,9663,1699962233.0
161,2033,1714387050.0
1563,3354,1709886039.0
2834,8525,1725890504.0
3371,5748,1689255543.0
1689,10956,1697724121.0
3588,3444,1702657413.0
333,3963,1689161910.0
5766,1367,1678192604.0
6763,8999,1702547681.0
7241,4515,1712140194.0
7163,59,1694085997.0
714,216,1678876338.0
670,6710,1673252377.0
6915,7159,1679587067.0
7089,630,1688212588.0
252,3174,1713882721.0
231,2998,1683220642.0
2409,4341,1679330948.0
1596,10800,1720095864.0
896,7977,1675183944.0
4176,7427,1699863526.0
6912,114,1674150219.0
584,752,1690974209.0
2466,12531,1672855385.0
367,2820,1711353758.0
6770,12850,1694772302.0
290,3540,1694520205.0
3432,6289,1686828218.0
5794,3152,1680263510.0
986,894,1696267212.0
2100,5164,1691146456.0
6404,13131,1710942682.0
643,6487,1694013775.0
2796,1916,1675685302.0
5562,11366,1674644261.0
2697,891,1683889092.0
149,2034,1682524734.0
1384,10169,1680112472.0
234,114,1678527369.0
2187,149,1707485420.0
68,1304,1683043661.0
5335,9769,1676466747.0
391,4498,1704469695.0
1110,5323,1688142225.0
7149,14163,1717063613.0
2153,6490,1682004920.0
5378,8675,1678873892.0
4935,2439,1695316050.0
6944,13670,1686844609.0
1736,3843,1724502004.0
4890,2332,1692812197.0
937,6477,1697119927.0
3904,14074,1674664017.0
878,7887,1706611247.0
3586,7516,1718469285.0
2802,2739,1704804751.0
7452,12130,1698418924.0
2254,5131,1707910991.0
933,8217,1689349029.0
2302,11798,1692710881.0
7729,15284,1718010752.0
7102,1812,1702402108.0
760,4382,1701971248.0
2621,1796,1680272873.0
2150,11988,1702044703.0
3949,2157,1701362847.0
48,1113,1694451491.0
5201,9575,1678886068.0
4366,14365,1677071793.0
1010,8537,1702558707.0
7366,10665,1714497271.0
4873,13611,1680612262.0
5887,8336,1712924074.0
2709,1354,1698168377.0
3489,9265,1678996437.0
1125,2291,1680263877.0
7675,13320,1710527107.0
1232,3811,1707489835.0
6850,9306,1717582139.0
4845,6900,1689348839.0
4437,1893,1688033934.0
658,2857,1680690645.0
6948,1319,1676449677.0
502,1776,1675186567.0
3474,6482,1714121869.0
4185,4220,1701684149.0
13,311,1681406834.0
7264,15094,1694772151.0
5618,14933,1684765672.0
3922,13211,1711383538.0
5147,7215,1687611307.0
6067,12943,1705339402.0
7190,3055,1724331096.0
1594,10791,1692634728.0
637,4250,1704280052.0
1634,4303,1677589835.0
1200,3623,1694861730.0
2296,6695,1683729018.0
82,4,1674221675.0
4348,4413,1677144795.0
4638,11030,1675684450.0
1762,6014,1691235528.0
684,4594,1707918224.0
79,1359,1674483586.0
1960,11682,1708937429.0
2979,12554,1692106256.0
4926,8979,1687956082.0
1134,9159,1704294502.0
7515,11366,1707213459.0
3035,128,1684776593.0
1724,58,1683047093.0
765,5960,1699986481.0
6041,3717,1709292500.0
7177,14519,1697204147.0
6613,416,1693569839.0
1992,1286,1711540882.0
2353,12335,1715179173.0
6150,15013,1710929948.0
6753,7497,1711619909.0
703,6900,1698682519.0
1859,11453,1705426859.0
6900,4452,1693304081.0
4809,13435,1680189519.0
150,2047,1681487673.0
2046,6843,1694507935.0
6447,9055,1717597716.0
6851,3744,1677751742.0
3274,169,1677584526.0
2637,3453,1695295934.0
4732,58,1703243456.0
6627,12144,1677509837.0
6936,8641,1688144927.0
2100,4766,1685625741.0
557,5855,1705933134.0
2268,2625,1713435950.0
382,4386,1687871345.0
7783,14851,1726052217.0
1853,5401,1677488543.0
4928,3241,1706787841.0
2015,323,1680187439.0
7033,14120,1708623230.0
6659,15177,1710337044.0
1601,10816,1710518147.0
6695,14721,1696507836.0
6894,7398,1673545197.0
519,5563,1718727298.0
7584,9159,1707756767.0
5284,2614,1699620786.0
6525,9407,1719850834.0
99,1598,1713012844.0
7365,2156,1709907591.0
5541,10441,1678542268.0
3091,6376,1712858555.0
2190,11391,1692701874.0
3189,13479,1676374139.0
3505,13802,1708695114.0
5813,14505,1674731512.0
6532,8526,1711531184.0
612,6272,1675079272.0
5951,1836,1705592045.0
2267,1057,1689075601.0
7462,14578,1711014597.0
1957,4770,1698489095.0
7697,1755,1712929943.0
5234,12969,1677590452.0
2464,4283,1684750058.0
